price,location,furnishingLevel,bedrooms,bathrooms,parking
420000,Desa Petaling,Partly Furnished,3,2,1
420000,Dutamas,Partly Furnished,3,2,1
420000,Dutamas,Partly Furnished,3,2,1
420000,Jalan Ipoh,Fully Furnished,3,2,1
420000,Jalan Ipoh,Fully Furnished,3,2,1
420000,Jalan Ipoh,Unfurnished,3,2,1
420000,Jalan Ipoh,Unfurnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,1,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,1,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
420000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
420000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
420000,Jalan Klang Lama (Old Klang Road),Unknown,1,1,1
420000,Jalan Klang Lama (Old Klang Road),Unknown,1,1,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Unfurnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Unfurnished,3,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,4,2,1
420000,Jalan Klang Lama (Old Klang Road),Partly Furnished,4,2,1
420000,Jalan Kuching,Fully Furnished,3,2,1
420000,Jalan Kuching,Fully Furnished,3,2,1
420000,Jalan Kuching,Fully Furnished,3,2,1
420000,Jalan Kuching,Fully Furnished,3,2,1
420000,Jalan Kuching,Partly Furnished,3,2,1
420000,Jalan Kuching,Partly Furnished,3,2,1
420000,Jalan Kuching,Partly Furnished,3,2,1
420000,Jalan Kuching,Partly Furnished,3,2,1
420000,Jalan Kuching,Partly Furnished,3,2,1
420000,Jalan Kuching,Partly Furnished,3,2,1
420000,Jalan Kuching,Unfurnished,3,2,1
420000,Jalan Kuching,Unfurnished,3,2,1
420000,Jalan Kuching,Unfurnished,3,2,1
420000,Jalan Kuching,Unfurnished,3,2,1
420000,Kepong,Fully Furnished,3,2,1
420000,Kepong,Fully Furnished,3,2,1
420000,Kepong,Fully Furnished,3,2,1
420000,Kepong,Fully Furnished,3,2,1
420000,Kepong,Fully Furnished,3,2,1
420000,Kepong,Fully Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Kepong,Partly Furnished,3,2,1
420000,Keramat,Unfurnished,3,2,1
420000,Keramat,Unfurnished,3,2,1
420000,KL City,Fully Furnished,1,1,1
420000,KL City,Fully Furnished,1,1,1
420000,KLCC,Partly Furnished,2,2,1
420000,KLCC,Partly Furnished,2,2,1
420000,KLCC,Unfurnished,2,2,1
420000,KLCC,Unfurnished,2,2,1
420000,Kuchai Lama,Partly Furnished,2,2,1
420000,Kuchai Lama,Partly Furnished,2,2,1
420000,Pantai,Fully Furnished,1,1,1
420000,Pantai,Fully Furnished,1,1,1
420000,Pantai,Partly Furnished,3,2,1
420000,Pantai,Partly Furnished,3,2,1
420000,Pantai,Unfurnished,3,2,1
420000,Pantai,Unfurnished,3,2,1
420000,Pantai,Fully Furnished,4,2,1
420000,Pantai,Fully Furnished,4,2,1
420000,Segambut,Partly Furnished,3,1,1
420000,Segambut,Partly Furnished,3,1,1
420000,Segambut,Partly Furnished,3,2,1
420000,Segambut,Partly Furnished,3,2,1
420000,Sentul,Unfurnished,1,1,1
420000,Sentul,Unfurnished,1,1,1
420000,Sentul,Unknown,2,1,1
420000,Sentul,Unknown,2,1,1
420000,Sentul,Fully Furnished,3,2,1
420000,Sentul,Fully Furnished,3,2,1
420000,Sentul,Partly Furnished,3,2,1
420000,Sentul,Partly Furnished,3,2,1
420000,Sentul,Partly Furnished,3,2,1
420000,Sentul,Partly Furnished,3,2,1
420000,Sentul,Partly Furnished,3,2,1
420000,Sentul,Partly Furnished,3,2,1
420000,Sentul,Unfurnished,4,3,1
420000,Sentul,Unfurnished,4,3,1
420000,Setapak,Partly Furnished,2,2,1
420000,Setapak,Partly Furnished,2,2,1
420000,Setapak,Partly Furnished,2,2,1
420000,Setapak,Partly Furnished,2,2,1
420000,Setapak,Unfurnished,2,2,1
420000,Setapak,Unfurnished,2,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Fully Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Partly Furnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unfurnished,3,2,1
420000,Setapak,Unknown,3,2,1
420000,Setapak,Unknown,3,2,1
420000,Setapak,Unknown,3,2,1
420000,Setapak,Unknown,3,2,1
420000,Setapak,Unknown,3,2,1
420000,Setapak,Unknown,3,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Partly Furnished,4,2,1
420000,Setapak,Unfurnished,4,2,1
420000,Setapak,Unfurnished,4,2,1
420000,Setapak,Unfurnished,4,2,1
420000,Setapak,Unfurnished,4,2,1
420000,Sri Petaling,Fully Furnished,1,1,1
420000,Sri Petaling,Fully Furnished,1,1,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Fully Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Sri Petaling,Partly Furnished,3,2,1
420000,Taman Desa,Fully Furnished,1,1,1
420000,Taman Desa,Fully Furnished,1,1,1
420000,Taman Desa,Partly Furnished,1,1,1
420000,Taman Desa,Partly Furnished,1,1,1
420000,Taman Desa,Fully Furnished,3,2,1
420000,Taman Desa,Fully Furnished,3,2,1
420000,Taman Desa,Fully Furnished,3,2,1
420000,Taman Desa,Fully Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Partly Furnished,3,2,1
420000,Taman Desa,Unfurnished,3,2,1
420000,Taman Desa,Unfurnished,3,2,1
420000,Taman Desa,Unknown,3,2,1
420000,Taman Desa,Unknown,3,2,1
420000,Wangsa Maju,Partly Furnished,2,2,1
420000,Wangsa Maju,Partly Furnished,2,2,1
420000,Wangsa Maju,Partly Furnished,3,2,1
420000,Wangsa Maju,Partly Furnished,3,2,1
420000,Wangsa Maju,Partly Furnished,3,2,1
420000,Wangsa Maju,Partly Furnished,3,2,1
420000,Wangsa Maju,Partly Furnished,3,2,1
420000,Wangsa Maju,Partly Furnished,3,2,1
420000,Wangsa Maju,Unfurnished,3,2,1
420000,Wangsa Maju,Unfurnished,3,2,1
420000,Wangsa Maju,Unfurnished,3,2,1
420000,Wangsa Maju,Unfurnished,3,2,1
420000,Wangsa Maju,Fully Furnished,4,2,1
420000,Wangsa Maju,Fully Furnished,4,2,1
420000,Wangsa Maju,Partly Furnished,4,2,1
420000,Wangsa Maju,Partly Furnished,4,2,1
422000,Bandar Menjalara,Unfurnished,4,2,1
422000,Bandar Menjalara,Unfurnished,4,2,1
422000,Bandar Menjalara,Unfurnished,4,2,1
422000,Bandar Menjalara,Unfurnished,4,2,1
422000,Taman Desa,Fully Furnished,3,2,1
422000,Taman Desa,Fully Furnished,3,2,1
423000,Jalan Ipoh,Unfurnished,3,2,1
423000,Jalan Ipoh,Unfurnished,3,2,1
423000,Sentul,Unfurnished,3,2,1
423000,Sentul,Unfurnished,3,2,1
424000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
424000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
425000,Ampang,Unfurnished,3,2,1
425000,Ampang,Unfurnished,3,2,1
425000,Bandar Menjalara,Partly Furnished,3,2,1
425000,Bandar Menjalara,Partly Furnished,3,2,1
425000,Cheras,Fully Furnished,3,2,1
425000,Cheras,Partly Furnished,3,2,1
425000,Cheras,Partly Furnished,3,2,1
425000,Cheras,Partly Furnished,3,2,1
425000,Cheras,Partly Furnished,3,2,1
425000,Cheras,Partly Furnished,3,2,1
425000,Cheras,Partly Furnished,3,2,1
425000,Desa Petaling,Partly Furnished,3,2,1
425000,Desa Petaling,Partly Furnished,3,2,1
425000,Jalan Klang Lama (Old Klang Road),Fully Furnished,1,2,1
425000,Jalan Klang Lama (Old Klang Road),Fully Furnished,1,2,1
425000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
425000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
425000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
425000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
425000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
425000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
425000,Jalan Klang Lama (Old Klang Road),Unfurnished,3,2,1
425000,Jalan Klang Lama (Old Klang Road),Unfurnished,3,2,1
425000,Jalan Klang Lama (Old Klang Road),Fully Furnished,4,2,1
425000,Jalan Klang Lama (Old Klang Road),Fully Furnished,4,2,1
425000,KL City,Fully Furnished,1,1,1
425000,KL City,Fully Furnished,1,1,1
425000,Kuchai Lama,Partly Furnished,3,2,1
425000,Kuchai Lama,Partly Furnished,3,2,1
425000,Kuchai Lama,Partly Furnished,3,2,1
425000,Kuchai Lama,Partly Furnished,3,2,1
425000,Sentul,Unfurnished,3,2,1
425000,Sentul,Unfurnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,3,2,1
425000,Setapak,Partly Furnished,4,2,1
425000,Setapak,Partly Furnished,4,2,1
425000,Setapak,Partly Furnished,4,3,1
425000,Setapak,Partly Furnished,4,3,1
425000,Sri Petaling,Partly Furnished,3,2,1
425000,Sri Petaling,Partly Furnished,3,2,1
425000,Taman Desa,Partly Furnished,3,2,1
425000,Taman Desa,Partly Furnished,3,2,1
425000,Taman Desa,Unfurnished,3,2,1
425000,Taman Desa,Unfurnished,3,2,1
425000,Wangsa Maju,Partly Furnished,3,2,1
425000,Wangsa Maju,Partly Furnished,3,2,1
426000,Desa Petaling,Partly Furnished,4,3,1
426000,Desa Petaling,Partly Furnished,4,3,1
427000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
427000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
427000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
427000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
427000,Kuchai Lama,Partly Furnished,3,2,1
427000,Kuchai Lama,Partly Furnished,3,2,1
427000,Sentul,Unfurnished,3,2,1
427000,Sentul,Unfurnished,3,2,1
427000,Taman Desa,Unfurnished,3,2,1
427000,Taman Desa,Unfurnished,3,2,1
428000,Bandar Menjalara,Partly Furnished,4,2,1
428000,Bandar Menjalara,Partly Furnished,4,2,1
428000,Cheras,Partly Furnished,2,2,1
428000,Cheras,Partly Furnished,2,2,1
428000,Cheras,Partly Furnished,3,2,1
428000,Cheras,Partly Furnished,3,2,1
428000,Cheras,Unfurnished,3,2,1
428000,Cheras,Unfurnished,3,2,1
428000,Cheras,Unfurnished,3,2,1
428000,Cheras,Unfurnished,3,2,1
428000,Cheras,Partly Furnished,4,2,1
428000,Cheras,Partly Furnished,4,2,1
428000,Jalan Ipoh,Partly Furnished,3,2,1
428000,Jalan Ipoh,Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
428000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,1,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,3,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,4,2,1
428000,Jalan Klang Lama (Old Klang Road),Partly Furnished,4,2,1
428000,Jalan Kuching,Fully Furnished,3,2,1
428000,Jalan Kuching,Fully Furnished,3,2,1
428000,Kepong,Partly Furnished,3,2,1
428000,Kepong,Partly Furnished,3,2,1
428000,Kepong,Partly Furnished,3,2,1
428000,Kepong,Partly Furnished,3,2,1
428000,Kepong,Partly Furnished,3,2,1
428000,Kepong,Partly Furnished,3,2,1
428000,Sentul,Partly Furnished,3,2,1
428000,Sentul,Partly Furnished,3,2,1
428000,Setapak,Partly Furnished,3,2,1
428000,Setapak,Partly Furnished,3,2,1
428000,Setapak,Unfurnished,3,2,1
428000,Setapak,Unfurnished,3,2,1
428000,Setapak,Partly Furnished,4,2,1
428000,Setapak,Partly Furnished,4,2,1
428000,Setapak,Partly Furnished,4,2,1
428000,Setapak,Partly Furnished,4,2,1
428000,Sri Petaling,Partly Furnished,2,2,1
428000,Sri Petaling,Partly Furnished,2,2,1
428000,Sri Petaling,Partly Furnished,3,2,1
428000,Sri Petaling,Partly Furnished,3,2,1
428000,Sri Petaling,Partly Furnished,3,2,1
428000,Sri Petaling,Partly Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Fully Furnished,3,2,1
428000,Taman Desa,Partly Furnished,3,2,1
428000,Taman Desa,Partly Furnished,3,2,1
428000,Wangsa Maju,Unfurnished,3,2,1
428000,Wangsa Maju,Unfurnished,3,2,1
428200,Setapak,Unfurnished,3,2,1
428200,Setapak,Unfurnished,3,2,1
429000,Bandar Menjalara,Partly Furnished,3,2,1
429000,Bandar Menjalara,Partly Furnished,3,2,1
429000,Cheras,Fully Furnished,3,2,1
429000,Cheras,Fully Furnished,3,2,1
429000,Dutamas,Partly Furnished,3,2,1
429000,Dutamas,Partly Furnished,3,2,1
429000,Sungai Besi,Fully Furnished,2,2,1
429000,Sungai Besi,Fully Furnished,2,2,1
430000,Ampang,Fully Furnished,1,1,1
430000,Ampang,Fully Furnished,1,1,1
430000,Ampang,Fully Furnished,1,1,1
430000,Ampang,Fully Furnished,1,1,1
430000,Bandar Menjalara,Partly Furnished,1,1,1
430000,Bandar Menjalara,Partly Furnished,1,1,1
430000,Bandar Menjalara,Fully Furnished,3,2,1
430000,Bandar Menjalara,Fully Furnished,3,2,1
430000,Bandar Menjalara,Fully Furnished,3,2,1
430000,Bandar Menjalara,Fully Furnished,3,2,1
430000,Bandar Menjalara,Partly Furnished,3,2,1
430000,Bandar Menjalara,Partly Furnished,3,2,1
430000,Bandar Menjalara,Unfurnished,3,2,1
430000,Bandar Menjalara,Unfurnished,3,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Partly Furnished,4,2,1
430000,Bandar Menjalara,Unfurnished,4,2,1
430000,Bandar Menjalara,Unfurnished,4,2,1
430000,Bangsar South,Partly Furnished,2,1,1
430000,Bangsar South,Partly Furnished,2,1,1
430000,Batu Caves,Partly Furnished,3,2,1
430000,Batu Caves,Partly Furnished,3,2,1
430000,Batu Caves,Partly Furnished,3,2,1
430000,Batu Caves,Partly Furnished,3,2,1
430000,Bukit Bintang,Fully Furnished,1,1,1
430000,Bukit Bintang,Fully Furnished,1,1,1
430000,Bukit Jalil,Fully Furnished,3,2,1
430000,Bukit Jalil,Fully Furnished,3,2,1
430000,Bukit Jalil,Fully Furnished,3,2,1
430000,Bukit Jalil,Fully Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,3,2,1
430000,Bukit Jalil,Partly Furnished,4,2,1
430000,Bukit Jalil,Partly Furnished,4,2,1
430000,Bukit Jalil,Partly Furnished,4,2,1
430000,Bukit Jalil,Partly Furnished,4,2,1
430000,Bukit Jalil,Partly Furnished,4,2,1
430000,Bukit Jalil,Partly Furnished,4,2,1
430000,Bukit Jalil,Unfurnished,4,2,1
430000,Bukit Jalil,Unfurnished,4,2,1
430000,Cheras,Partly Furnished,2,,1
430000,Cheras,Partly Furnished,2,,1
430000,Cheras,Partly Furnished,2,2,1
430000,Cheras,Partly Furnished,2,2,1
430000,Cheras,Partly Furnished,2,2,1
430000,Cheras,Partly Furnished,2,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Fully Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,1,1
430000,Cheras,Partly Furnished,3,2,1
430000,Cheras,Partly Furnished,3,1,1
430000,Cheras,Partly Furnished,4,2,1
430000,Cheras,Partly Furnished,4,2,1
430000,Damansara Heights,Fully Furnished,1,1,1
430000,Damansara Heights,Fully Furnished,1,1,1
430000,Desa Petaling,Fully Furnished,3,2,1
430000,Desa Petaling,Fully Furnished,3,2,1
430000,Desa Petaling,Partly Furnished,3,2,1
430000,Desa Petaling,Partly Furnished,3,2,1
430000,Desa Petaling,Partly Furnished,3,2,1
430000,Desa Petaling,Partly Furnished,3,2,1
430000,Dutamas,Partly Furnished,2,1,1
430000,Dutamas,Partly Furnished,2,1,1
430000,Dutamas,Partly Furnished,2,1,1
430000,Dutamas,Partly Furnished,2,1,1
430000,Dutamas,Unfurnished,3,2,1
430000,Dutamas,Unfurnished,3,2,1
430000,Jalan Ipoh,Partly Furnished,3,2,1
430000,Jalan Ipoh,Partly Furnished,3,2,1
430000,Jalan Ipoh,Unfurnished,3,2,1
430000,Jalan Ipoh,Unfurnished,3,2,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,1,1,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,1,1,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,1,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,1,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Unfurnished,1,2,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,2,2,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,2,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
430000,Jalan Klang Lama (Old Klang Road),Partly Furnished,2,2,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
430000,Jalan Klang Lama (Old Klang Road),Fully Furnished,3,2,1
